Crop,Year,Sow_Month,Vegetative_Dur,Reproductive_Dur,Maturity_Dur,Temp_C,Rainfall_mm,Humidity_%,SoilMoist_%,Vegetative_Irrig_lphw,Reproductive_Irrig_lphw,Maturity_Irrig_lphw
Soybean,2012,June,27,40,14,26.7,466.6,74.5,19.3,5.75,3.52,2.2
Maize,2021,July,24,28,21,23.35,478.6,60.3,25.4,4.73,3.85,3.08
Chickpea,2006,November,23,38,18,21.34,172.4,60.6,15.0,2.39,2.31,1.74
Groundnut,2007,June,24,61,26,29.0,527.3,70.5,26.3,6.76,3.97,2.89
Chickpea,2012,November,28,46,19,24.98,172.0,71.4,18.8,3.12,1.84,1.29
Sorghum,2016,July,43,59,19,27.73,407.6,66.3,19.2,4.15,3.58,2.28
Soybean,2005,June,35,42,12,28.43,617.5,76.7,24.3,5.43,4.16,2.22
Chickpea,2014,October,16,42,20,23.32,233.8,71.7,17.7,3.61,2.11,1.71
Groundnut,2024,June,36,65,22,27.22,413.3,80.6,27.4,5.14,5.97,3.48
Chickpea,2007,October,28,42,17,23.11,136.3,68.2,19.3,2.14,2.27,1.7
Sorghum,2010,June,32,61,19,29.2,562.1,68.4,23.5,5.45,2.41,2.83
Paddy,2011,July,15,59,21,26.4,948.2,77.8,24.6,10.35,6.92,8.48
Groundnut,2024,June,25,51,20,29.15,628.9,62.4,28.6,3.51,3.48,3.23
Soybean,2022,June,21,56,11,28.47,614.4,78.5,13.0,4.59,3.84,3.22
Sorghum,2015,July,37,58,17,29.5,741.8,60.0,26.9,3.39,3.16,2.51
Maize,2023,July,25,50,13,24.3,240.0,70.9,31.0,4.37,5.09,3.42
Maize,2009,July,21,44,24,22.23,361.9,56.5,23.6,4.98,3.24,2.74
Groundnut,2023,June,32,67,16,29.22,580.1,83.0,23.0,6.92,2.95,3.45
Paddy,2015,August,42,44,25,28.44,685.4,74.9,22.6,10.48,7.73,5.35
Cotton,2016,August,38,52,26,27.21,400.8,74.5,19.1,5.46,4.41,4.1
Sorghum,2014,July,27,54,18,30.96,381.4,50.8,23.2,5.52,3.62,1.98
Paddy,2012,June,38,59,29,26.73,1185.3,88.3,17.1,7.53,5.88,5.41
Paddy,2013,June,30,66,28,25.5,660.3,83.3,22.0,7.84,7.7,6.42
Chickpea,2008,October,25,46,21,19.48,114.6,71.4,20.0,2.83,2.74,2.24
Paddy,2009,June,32,58,32,26.07,1207.8,88.5,27.6,7.55,6.64,6.06
Soybean,2012,July,31,52,21,27.91,492.6,74.6,28.4,4.37,3.0,2.68
Paddy,2013,August,36,62,24,27.65,1212.2,74.5,36.3,11.03,8.81,7.47
Cotton,2019,August,46,61,29,31.2,521.9,69.0,14.1,6.47,4.14,4.03
Soybean,2019,June,35,47,11,29.33,433.0,77.6,15.7,4.4,4.1,1.97
Cotton,2020,August,32,53,29,31.07,414.7,63.8,28.8,7.97,5.46,5.02
Sorghum,2018,July,38,50,21,23.77,530.1,66.4,16.5,3.47,4.7,2.54
Cotton,2012,July,48,52,30,34.12,692.3,58.8,15.4,5.01,6.3,5.01
Cotton,2022,July,35,63,24,26.81,583.6,70.3,22.5,7.06,4.58,4.47
Soybean,2014,June,34,46,15,29.54,488.3,70.0,22.0,5.17,3.14,2.96
Cotton,2024,July,52,62,42,32.46,606.5,74.4,18.7,5.73,3.83,3.35
Groundnut,2010,June,40,45,16,28.81,513.4,75.9,18.7,5.6,5.01,3.96
Sorghum,2016,June,31,66,27,23.11,573.9,71.1,19.3,3.41,2.18,3.19
Sorghum,2006,July,22,42,20,29.13,535.4,74.7,31.1,3.38,2.64,2.83
Maize,2011,July,23,44,18,24.7,371.6,72.2,22.5,4.01,3.85,2.55
Paddy,2020,July,33,35,23,24.37,1136.6,75.2,35.2,8.46,6.21,6.32
Maize,2007,June,26,34,16,28.07,508.8,68.8,24.7,4.17,2.04,3.63
Sorghum,2017,July,44,49,22,28.33,576.7,43.1,19.9,4.0,3.63,2.07
Maize,2007,July,30,45,12,25.92,350.4,62.4,25.7,4.42,3.89,2.6
Soybean,2022,June,26,65,8,27.73,585.8,77.0,22.0,5.0,4.43,2.55
Soybean,2015,June,26,39,13,30.4,399.6,68.4,22.9,4.45,3.53,2.73
Sorghum,2012,July,27,42,17,25.45,762.4,58.2,26.6,3.77,3.98,2.65
Maize,2010,June,25,34,18,20.37,652.1,78.0,23.5,5.09,2.99,2.28
Cotton,2005,June,47,59,36,32.31,722.2,79.8,15.9,5.48,4.41,3.59
Soybean,2005,July,29,36,19,27.69,509.4,66.9,26.5,3.59,2.25,2.15
Soybean,2012,June,28,36,14,26.12,446.7,80.1,25.6,5.34,5.0,2.56
Paddy,2009,July,37,40,36,24.07,1246.5,81.1,31.3,7.63,9.61,6.54
Chickpea,2020,October,21,39,18,24.78,176.0,66.5,20.5,3.46,2.02,1.9
Cotton,2015,July,45,54,34,29.0,442.9,57.7,27.2,6.13,5.08,3.96
Groundnut,2009,June,36,56,27,29.29,225.8,80.3,22.6,4.74,3.89,3.02
Groundnut,2008,June,23,62,17,27.26,992.9,68.2,20.6,3.13,5.1,3.03
Chickpea,2010,November,17,35,18,22.43,307.5,60.7,23.6,2.95,1.96,2.24
Cotton,2018,August,53,54,36,26.95,166.9,78.6,22.2,6.5,4.02,3.19
Paddy,2023,June,37,51,26,26.38,721.1,77.5,38.7,7.28,7.2,5.39
Cotton,2013,July,51,51,29,27.64,469.4,70.1,18.7,4.96,4.41,4.04
Chickpea,2016,November,29,38,17,22.66,181.7,80.5,16.5,2.36,3.29,1.77
Soybean,2015,July,28,39,15,26.95,599.1,86.3,23.1,5.39,3.89,2.73
Sorghum,2018,July,38,51,14,26.13,265.6,71.8,27.7,4.09,3.35,2.15
Sorghum,2020,June,22,64,14,26.91,612.1,84.0,23.6,4.49,2.77,2.63
Groundnut,2005,June,35,57,28,26.21,361.8,70.6,17.8,6.06,3.77,2.49
Soybean,2017,June,33,49,14,29.79,347.2,71.5,21.0,5.33,2.39,1.97
Maize,2017,July,30,43,18,23.42,367.6,51.8,30.0,4.97,3.86,4.1
Cotton,2006,June,42,52,32,30.79,494.1,71.8,19.6,6.19,6.13,4.35
Chickpea,2008,October,22,37,24,26.31,284.8,70.7,13.0,3.31,2.35,2.19
Maize,2010,June,20,52,19,27.22,403.4,67.5,24.6,4.5,4.0,3.48
Groundnut,2009,June,27,44,12,31.88,622.4,77.3,18.8,4.0,3.87,3.14
Maize,2007,July,24,46,20,27.31,411.6,77.2,23.8,5.15,4.05,3.05
Chickpea,2005,November,25,41,19,24.31,224.7,61.6,15.4,2.57,2.74,1.75
Sorghum,2008,July,33,48,22,28.26,635.3,72.1,38.1,3.28,4.3,1.86
Maize,2024,June,25,47,21,25.37,502.5,65.0,33.3,4.71,4.02,3.23
Cotton,2006,July,37,49,28,29.23,476.1,66.2,10.1,3.84,5.01,5.27
Groundnut,2009,June,22,53,19,29.75,463.9,68.5,24.2,3.44,4.41,2.72
Maize,2007,July,20,36,17,27.42,472.3,76.9,24.2,5.44,3.79,1.92
Sorghum,2013,June,38,49,15,26.1,617.4,61.0,17.0,4.48,3.58,2.01
Cotton,2024,June,52,57,29,27.01,620.9,64.4,25.7,5.08,4.61,4.44
Sorghum,2010,July,41,47,15,30.22,669.1,69.0,18.7,4.2,3.02,3.23
Maize,2022,July,32,36,29,26.61,599.5,73.2,18.0,4.82,5.19,2.54
Paddy,2010,August,34,68,17,26.82,729.4,73.6,29.8,10.07,8.32,7.26
Groundnut,2023,June,32,52,21,26.17,690.0,65.1,20.4,5.2,4.78,3.46
Chickpea,2016,November,28,36,20,19.73,66.4,60.9,18.2,4.44,3.12,1.56
Paddy,2015,August,52,60,20,31.85,1082.2,71.0,29.9,8.96,7.56,6.72
Soybean,2006,July,20,51,7,25.08,445.7,60.3,16.5,4.7,3.56,2.37
Cotton,2019,July,42,60,38,30.06,876.0,72.1,18.6,4.74,5.2,3.27
Chickpea,2016,November,29,27,23,18.15,169.9,70.1,20.5,2.42,2.48,1.76
Maize,2016,July,23,58,17,25.75,600.0,64.7,28.1,5.85,4.23,4.0
Paddy,2013,June,32,54,14,28.83,524.9,70.1,22.9,7.88,5.38,5.05
Sorghum,2006,June,35,48,21,33.46,564.7,70.5,27.5,4.53,4.24,2.42
Soybean,2007,June,23,49,16,25.97,481.4,73.0,13.5,3.59,3.04,2.75
Sorghum,2016,July,33,54,24,28.89,611.5,71.4,22.3,2.81,3.33,2.75
Cotton,2020,June,36,47,32,25.93,579.7,79.6,19.7,5.22,5.11,3.95
Cotton,2005,July,51,54,39,29.82,354.0,70.8,15.0,6.41,5.25,2.78
Maize,2007,June,28,30,19,24.83,247.7,71.4,25.0,5.4,4.63,2.94
Soybean,2024,July,29,59,5,22.82,522.8,65.2,26.9,3.28,4.29,2.53
Maize,2006,July,27,35,15,32.4,371.4,79.1,25.0,6.64,3.75,2.04
Sorghum,2013,June,38,45,14,29.22,652.9,78.5,38.3,3.9,3.48,1.51
Chickpea,2023,November,23,29,30,21.11,273.5,63.5,7.1,2.91,2.56,1.78
Soybean,2019,June,26,58,25,28.82,532.6,78.8,15.2,4.06,2.33,2.73
Sorghum,2022,June,31,44,18,27.84,564.0,66.3,26.0,4.21,3.98,2.83
Soybean,2015,June,34,41,13,30.0,328.5,69.9,13.7,4.1,3.55,2.33
Paddy,2020,July,41,52,22,25.35,722.9,72.8,21.0,7.16,6.88,6.58
Maize,2021,July,24,38,21,27.81,194.2,63.1,24.2,6.28,2.81,2.66
Sorghum,2009,June,32,40,17,28.17,618.0,73.6,24.4,5.21,2.28,2.95
Cotton,2016,June,42,71,37,27.12,300.1,57.2,25.9,7.36,5.02,4.26
Paddy,2015,June,40,44,26,26.44,706.1,79.7,32.8,11.31,4.78,5.58
Sorghum,2019,July,46,43,16,29.82,477.3,68.3,24.2,5.09,1.97,2.97
Soybean,2007,June,34,42,9,30.36,507.0,72.6,12.1,2.86,3.86,2.05
Groundnut,2005,June,31,62,17,29.47,507.1,88.8,18.4,4.57,3.74,3.9
Paddy,2024,June,39,51,22,30.04,1041.0,78.6,19.9,8.53,8.04,6.18
Soybean,2020,June,22,51,11,29.4,306.1,81.6,20.6,3.61,3.32,2.33
Cotton,2006,July,31,59,39,29.59,605.2,67.5,24.9,5.95,4.01,4.14
Paddy,2006,July,39,63,21,28.22,730.9,72.4,41.0,9.83,6.69,4.74
Soybean,2007,June,34,51,15,25.99,271.9,79.3,26.3,4.15,3.84,2.39
Soybean,2012,July,29,40,10,24.25,320.2,75.8,19.1,4.82,3.3,2.46
Groundnut,2019,June,28,67,17,30.68,366.3,80.8,25.1,4.67,3.62,3.92
Paddy,2011,July,37,64,29,27.31,983.0,72.2,38.9,7.7,6.88,5.57
Groundnut,2010,June,25,48,14,28.52,611.7,73.9,24.3,5.63,3.74,3.94
Paddy,2013,July,30,60,24,29.25,1012.3,87.6,29.4,6.22,7.34,5.94
Chickpea,2024,October,19,34,16,20.09,309.7,54.3,19.6,4.37,2.54,2.04
Soybean,2005,July,33,45,13,32.35,497.6,65.4,29.3,4.25,2.59,2.09
Paddy,2012,July,36,52,18,24.62,785.3,78.8,34.9,7.52,6.73,6.52
Sorghum,2007,July,38,45,22,30.45,553.3,68.7,24.6,3.71,3.56,2.19
Cotton,2008,August,48,78,24,29.86,626.2,80.1,21.1,5.64,4.96,4.28
Groundnut,2019,June,33,68,27,27.47,354.5,67.8,22.2,6.21,3.9,2.62
Cotton,2010,August,31,47,27,31.91,721.2,75.5,22.8,4.66,5.72,3.46
Soybean,2019,June,27,53,16,23.63,407.9,62.6,15.3,5.19,3.63,2.14
Soybean,2007,June,36,35,12,28.74,377.7,75.1,22.9,3.29,4.48,1.87
Sorghum,2018,July,38,63,22,26.41,558.2,71.4,29.8,4.13,3.03,3.12
Maize,2024,July,27,44,25,28.24,677.8,70.2,19.8,4.71,4.19,2.46
Groundnut,2018,June,26,51,14,27.82,600.8,78.0,14.0,5.48,4.04,3.83
Paddy,2008,August,48,60,19,26.71,993.1,74.3,21.4,8.99,5.16,5.54
Cotton,2016,August,29,70,22,30.51,663.2,47.2,11.9,5.54,2.67,2.93
Cotton,2021,August,46,73,27,34.75,359.3,69.2,15.9,4.87,4.29,4.41
Soybean,2011,June,27,46,16,26.39,508.4,65.9,29.0,5.66,4.3,2.37
Soybean,2013,June,31,33,10,28.07,544.6,70.1,24.3,3.28,3.28,2.12
Cotton,2007,July,39,65,39,33.68,693.3,69.8,18.9,5.1,4.76,4.73
Maize,2017,July,29,40,25,26.15,418.1,74.3,25.4,4.16,4.44,3.26
Paddy,2019,August,26,58,24,29.02,840.0,76.0,15.7,8.6,6.98,7.07
Paddy,2022,July,39,55,21,24.15,1054.7,73.0,34.7,7.84,6.96,7.58
Cotton,2023,July,53,43,36,32.39,292.0,67.7,22.0,6.81,6.18,2.8
Paddy,2005,July,43,56,25,23.66,1099.5,68.9,39.5,5.98,6.17,7.05
Cotton,2010,July,43,66,33,33.95,615.2,71.7,18.7,5.8,6.87,4.21
Soybean,2006,June,35,48,14,33.6,557.9,75.5,24.6,4.74,3.73,2.88
Paddy,2018,August,39,45,30,29.73,752.4,92.3,35.6,7.82,4.92,5.92
Chickpea,2010,October,21,43,17,19.9,243.0,65.5,19.2,3.87,2.51,1.74
Soybean,2018,June,22,43,16,27.53,602.1,63.0,17.0,5.05,2.61,2.91
Sorghum,2008,July,34,51,12,30.59,438.8,67.7,26.6,3.58,3.08,3.03
Cotton,2012,August,44,47,29,31.39,435.9,63.3,22.1,6.83,6.81,3.78
Maize,2007,June,25,40,17,24.71,451.3,69.9,14.4,5.81,3.6,2.82
Sorghum,2023,June,39,59,23,28.75,600.8,73.4,16.7,4.05,3.21,3.49
Paddy,2018,June,34,50,27,27.78,1144.5,78.7,29.7,7.48,7.24,5.06
Soybean,2024,June,36,35,15,25.47,588.7,62.6,13.2,3.98,3.29,2.21
Sorghum,2021,July,37,45,15,28.7,455.8,71.4,22.6,4.26,3.96,2.76
Groundnut,2012,June,28,57,18,30.34,570.0,77.5,24.5,4.98,2.5,3.1
Groundnut,2018,June,31,54,16,31.48,431.8,70.6,18.8,4.94,3.63,3.19
Cotton,2010,July,38,65,27,27.84,586.9,62.4,19.0,6.34,2.92,4.87
Maize,2020,June,19,47,26,24.23,477.5,61.8,27.1,5.92,4.46,3.19
Paddy,2023,June,46,45,26,26.35,1017.2,78.3,23.0,8.47,6.3,5.97
Paddy,2018,August,37,62,17,22.21,1003.0,75.0,31.3,8.24,8.22,6.15
Maize,2023,July,25,40,15,29.09,537.0,62.9,33.3,4.61,2.93,2.54
Paddy,2007,June,34,53,19,25.68,919.3,85.2,32.4,9.37,5.26,7.23
Groundnut,2014,June,33,63,10,28.21,404.7,77.6,23.5,6.04,3.8,3.69
Maize,2023,June,26,41,22,26.4,292.3,71.4,18.6,6.35,5.4,2.31
Cotton,2013,June,41,71,32,30.38,520.4,62.3,16.3,4.61,5.5,1.65
Sorghum,2024,June,30,58,20,29.62,684.5,55.1,29.4,4.12,2.94,2.74
Cotton,2017,August,45,55,25,29.67,446.4,75.0,15.2,7.4,4.95,4.91
Sorghum,2011,July,33,49,18,25.2,327.9,62.1,28.5,3.55,4.33,2.18
Cotton,2018,July,42,64,32,26.99,550.8,66.5,21.9,5.87,4.33,4.1
Paddy,2013,July,49,64,22,31.11,1085.5,72.5,36.2,8.5,7.17,6.91
Cotton,2023,August,44,70,37,26.95,512.0,68.5,24.6,5.36,3.0,4.65
Soybean,2019,July,27,41,11,25.6,259.9,70.7,12.2,5.1,3.41,2.44
Groundnut,2024,June,28,53,26,26.3,341.4,74.6,18.5,5.52,4.67,2.54
Soybean,2018,July,32,33,7,24.72,530.5,64.2,24.5,5.81,3.58,2.6
Soybean,2010,July,27,51,13,29.96,535.1,82.9,19.5,4.83,4.67,2.82
Cotton,2008,August,47,57,26,32.12,491.5,82.5,28.4,7.01,4.39,4.46
Sorghum,2012,July,34,42,21,25.13,561.9,62.9,29.7,5.73,3.6,3.59
Sorghum,2021,July,52,41,20,28.63,570.1,63.2,27.1,5.49,3.28,2.5
Maize,2013,June,21,35,16,25.5,411.4,73.8,21.7,4.76,4.23,3.17
Maize,2005,July,24,38,25,26.97,504.3,68.7,20.9,6.49,4.45,3.47
Sorghum,2024,June,45,53,21,28.62,341.1,61.7,23.7,4.16,4.01,2.4
Sorghum,2018,June,36,53,21,26.85,545.4,78.0,28.0,4.55,4.05,2.84
Cotton,2015,June,45,61,33,30.85,408.4,78.4,17.7,5.4,5.44,4.68
Maize,2007,June,27,47,19,30.23,602.8,70.8,12.0,4.71,3.91,3.19
Soybean,2013,July,42,46,17,25.89,529.2,71.9,27.6,5.37,4.09,2.54
Soybean,2018,July,28,51,16,29.77,678.8,71.4,27.2,4.23,3.48,2.5
Maize,2013,July,27,32,23,28.75,591.3,68.1,11.8,6.24,3.53,3.43
Groundnut,2008,June,30,64,19,29.14,539.8,76.1,14.8,6.89,4.04,3.55
Soybean,2008,July,36,31,17,31.14,462.7,70.0,20.2,4.13,4.63,2.08
Cotton,2012,June,41,67,35,35.48,528.4,64.6,24.5,4.53,3.21,4.68
Paddy,2006,June,40,81,16,29.04,865.8,79.6,29.6,10.63,6.2,5.46
Paddy,2013,July,35,69,26,29.92,788.3,77.0,27.8,8.48,7.49,6.5
Chickpea,2018,November,18,38,21,20.69,74.5,62.4,17.4,2.86,3.29,2.13
Groundnut,2013,June,31,57,21,28.11,417.1,86.4,20.3,5.22,4.14,2.75
Groundnut,2020,June,30,44,23,28.49,644.1,76.6,23.0,4.49,4.16,3.65
Paddy,2021,August,46,56,25,30.12,750.9,82.4,26.3,9.3,7.8,5.63
Paddy,2020,June,48,39,30,27.85,898.9,73.6,26.8,7.53,6.48,4.09
Cotton,2016,August,43,71,30,36.39,521.1,67.4,16.5,5.17,5.37,4.57
Maize,2007,July,17,49,19,24.16,497.5,74.5,25.6,3.82,4.61,2.96
Cotton,2015,June,50,71,30,30.37,548.6,64.1,15.4,8.14,5.36,2.94
Cotton,2018,July,38,80,30,24.75,444.5,75.8,12.7,6.66,3.95,4.29
Chickpea,2022,October,20,41,18,25.02,148.6,80.6,21.4,3.77,1.99,2.72
Sorghum,2009,July,44,52,27,30.33,615.0,79.2,22.0,4.14,2.13,3.46
Paddy,2020,June,34,54,33,24.31,645.6,82.8,23.6,7.11,6.56,7.01
Soybean,2024,June,25,35,14,25.28,391.9,72.7,30.1,4.61,4.55,2.45
Groundnut,2009,June,42,46,10,30.79,600.8,65.0,20.3,6.82,4.81,2.27
Paddy,2007,August,31,56,25,27.07,1104.6,77.0,36.4,5.03,8.11,4.84
Paddy,2016,June,30,79,19,27.08,908.0,72.4,31.4,7.86,7.42,6.0
Soybean,2005,July,30,50,22,28.2,534.0,77.5,17.2,4.35,3.53,2.65
Sorghum,2013,July,43,53,18,26.63,403.0,63.1,18.9,4.13,3.19,3.13
Chickpea,2013,October,27,45,16,21.54,154.9,70.4,20.9,2.24,2.7,2.55
Soybean,2008,July,26,40,17,23.92,296.7,62.0,24.6,4.03,3.37,3.37
Paddy,2007,July,31,55,23,26.9,791.7,71.3,36.7,8.69,6.73,5.71
Paddy,2021,July,33,39,24,27.3,1014.0,78.8,33.8,8.08,6.32,5.0
Soybean,2006,July,26,54,15,25.71,600.3,65.8,22.3,5.25,4.06,3.75
Soybean,2005,June,29,38,13,24.68,548.1,75.5,26.9,4.82,3.96,2.0
Soybean,2012,June,32,45,19,27.37,498.8,81.5,8.0,4.96,4.23,2.29
Paddy,2017,July,40,63,16,26.39,1098.6,73.4,38.5,10.17,8.19,6.6
Cotton,2019,August,43,51,31,24.75,553.7,66.3,22.9,6.22,6.34,4.66
Sorghum,2012,June,26,64,18,26.67,608.9,69.9,31.7,4.09,3.55,2.51
Sorghum,2016,June,35,65,19,28.71,578.0,79.5,27.0,4.2,3.62,2.17
Chickpea,2016,October,23,47,22,20.88,289.9,66.4,18.3,3.26,2.91,2.08
Soybean,2018,June,23,46,12,29.8,303.9,73.4,24.4,5.48,3.5,3.9
Cotton,2019,July,44,70,24,28.09,688.1,80.5,20.9,5.17,5.79,3.14
Paddy,2019,June,33,61,26,25.14,1006.1,67.1,21.6,10.09,6.83,6.65
Paddy,2013,July,27,59,32,27.22,1179.5,82.1,35.8,8.56,6.78,5.33
Maize,2023,June,27,41,15,25.67,500.3,70.6,17.9,5.96,2.01,2.85
Soybean,2024,June,35,42,14,25.38,532.1,58.9,20.5,5.06,4.23,2.93
Cotton,2012,August,58,58,37,27.15,502.5,81.8,16.5,5.78,4.4,4.9
Chickpea,2023,November,27,34,16,22.38,276.8,56.0,8.5,2.94,3.86,1.81
Cotton,2010,July,49,64,37,23.3,528.0,57.0,23.3,5.26,7.72,3.59
Paddy,2024,June,29,57,21,27.53,1234.0,81.0,35.7,7.79,6.71,5.73
Chickpea,2023,November,29,52,21,23.44,366.2,57.2,21.8,2.97,3.17,2.47
Soybean,2008,June,33,55,15,26.46,660.2,67.3,33.5,4.77,2.68,2.73
Paddy,2011,August,42,45,19,25.93,919.8,78.2,38.7,9.55,7.01,5.8
Paddy,2008,July,27,60,20,25.66,800.0,77.1,39.0,8.78,5.9,7.36
Soybean,2016,June,27,48,12,27.48,477.8,60.8,16.1,3.51,4.56,3.14
Groundnut,2017,June,27,58,16,29.57,481.0,71.4,24.0,5.49,3.5,4.23
Cotton,2007,August,40,72,30,28.17,237.5,78.6,21.5,5.55,4.2,5.28
Sorghum,2016,July,29,44,16,23.33,419.6,72.7,26.0,4.34,3.4,2.76
Soybean,2006,June,32,50,20,26.05,493.6,77.7,17.3,3.29,3.47,3.13
Groundnut,2006,June,30,51,25,30.11,434.5,73.1,15.9,5.33,4.61,1.73
Paddy,2013,June,35,44,26,26.41,708.5,72.3,13.9,8.78,6.95,6.14
Groundnut,2005,June,32,67,15,27.76,578.0,77.7,21.3,3.37,2.32,3.15
Soybean,2012,July,40,50,9,29.5,386.7,69.9,22.9,4.78,3.85,2.2
Chickpea,2010,October,25,31,15,23.83,161.2,52.6,20.2,3.22,2.12,1.86
Sorghum,2010,July,39,73,20,29.45,427.6,69.7,18.1,4.92,3.04,3.8
Paddy,2022,July,29,51,30,26.44,951.0,80.1,22.8,9.75,6.34,7.4
Sorghum,2021,July,34,47,17,31.17,464.6,70.6,26.0,4.49,3.48,1.72
Cotton,2016,July,41,31,30,24.41,666.2,63.7,21.7,5.15,3.95,3.09
Cotton,2010,August,47,62,24,30.28,665.6,65.3,21.6,4.55,5.49,4.25
Maize,2012,June,22,36,18,30.25,739.7,67.3,24.7,4.04,4.61,2.71
Cotton,2023,June,60,62,35,30.38,576.5,65.7,27.4,7.92,5.05,4.97
Maize,2014,June,21,39,13,24.37,314.3,73.0,18.4,3.62,3.59,3.45
Cotton,2005,July,43,55,31,27.88,285.4,79.1,20.2,6.79,5.17,4.76
Cotton,2017,July,40,71,28,27.34,780.0,63.9,24.5,6.47,4.67,2.93
Sorghum,2021,June,30,56,25,30.43,364.0,71.5,32.8,4.2,3.81,2.92
Paddy,2007,August,27,50,28,23.65,634.7,76.5,26.4,8.92,4.61,5.93
Paddy,2012,August,38,40,22,29.49,573.2,77.3,34.4,8.56,7.07,6.45
Cotton,2018,July,44,78,30,25.64,712.9,73.1,20.6,3.96,6.18,5.42
Sorghum,2007,June,34,55,21,27.47,334.4,69.4,19.9,3.22,4.18,2.42
Soybean,2020,July,27,41,11,24.83,477.4,62.2,19.0,5.76,4.42,2.22
Groundnut,2017,June,31,54,16,24.4,422.2,72.5,33.5,5.77,4.02,3.51
Sorghum,2024,July,40,44,31,28.85,572.1,63.9,29.9,4.47,3.33,2.15
Paddy,2021,July,36,54,19,27.82,766.0,79.6,24.2,8.89,7.43,7.1
Paddy,2017,August,38,53,18,28.41,1143.2,75.3,38.4,8.0,8.42,7.28
Sorghum,2010,July,24,40,25,31.55,364.1,58.2,25.4,4.31,2.77,2.2
Groundnut,2021,June,26,51,21,24.31,729.7,75.9,21.4,4.63,3.43,2.72
Paddy,2018,June,36,42,25,25.01,883.8,79.0,27.5,6.03,5.81,6.41
Maize,2021,July,27,28,14,24.92,291.2,76.0,28.7,3.28,4.23,2.76
Soybean,2012,July,31,38,12,23.94,312.8,71.3,26.0,4.39,3.74,1.85
Cotton,2015,June,47,67,30,31.04,828.8,62.9,20.0,5.23,4.46,4.4
Sorghum,2024,July,38,49,21,31.22,528.4,62.9,25.9,6.13,4.0,2.89
Cotton,2005,July,53,55,37,31.18,612.9,65.7,24.7,5.89,4.54,5.27
Cotton,2011,August,47,59,36,26.27,289.2,73.0,25.4,5.86,4.39,3.23
Soybean,2021,July,24,44,6,30.22,482.0,76.7,28.0,4.85,3.88,1.54
Chickpea,2014,November,23,35,20,19.47,193.7,57.9,21.8,2.48,2.21,2.11
Cotton,2015,August,43,51,23,32.35,626.4,67.7,28.0,3.23,5.92,2.74
Soybean,2013,June,38,45,13,26.54,294.6,69.2,14.9,5.13,2.71,2.7
Cotton,2013,June,52,60,32,30.38,889.9,78.5,28.4,5.46,4.89,2.85
Maize,2009,June,21,48,20,26.25,635.5,76.5,19.3,5.88,2.67,3.28
Paddy,2021,August,36,53,23,24.29,753.9,78.0,44.8,6.63,6.5,4.84
Groundnut,2013,June,19,66,22,31.71,313.0,77.2,31.7,6.06,4.55,2.74
Sorghum,2021,June,31,59,12,26.17,457.1,61.1,23.8,3.92,3.45,2.56
Paddy,2023,July,33,49,23,29.78,934.1,71.7,32.0,8.06,8.13,5.94
Cotton,2011,July,41,69,28,29.21,621.4,67.3,17.8,6.98,3.62,3.15
Cotton,2013,June,44,55,32,32.77,607.4,78.1,22.7,5.04,4.24,3.28
Cotton,2011,July,43,51,35,30.91,726.4,63.5,25.3,6.35,5.86,3.37
Soybean,2017,July,27,35,13,32.74,488.5,75.9,22.8,3.38,4.81,2.38
Sorghum,2015,June,34,53,14,27.22,487.4,61.8,20.0,4.63,4.33,1.93
Paddy,2018,August,37,46,32,27.87,836.5,80.1,25.8,9.5,8.02,6.34
Chickpea,2023,October,20,38,19,22.16,214.2,80.4,24.8,3.1,2.55,2.58
Sorghum,2015,July,37,52,19,24.18,501.6,70.2,24.0,4.17,4.26,2.71
Paddy,2017,August,36,57,20,28.29,987.1,68.3,39.0,9.05,6.21,6.84
Soybean,2018,June,32,51,12,30.94,654.6,74.3,20.6,3.52,3.96,3.34
Cotton,2017,July,40,48,34,27.71,559.2,71.1,21.0,7.91,5.35,3.52
Groundnut,2005,June,26,68,17,30.17,541.1,76.1,28.0,5.45,4.75,3.38
Chickpea,2012,October,23,39,18,20.83,176.4,69.7,22.1,4.02,2.52,2.53
Soybean,2016,June,31,44,15,24.68,362.7,62.5,23.0,5.24,4.34,3.07
Sorghum,2023,July,33,46,20,29.57,545.1,75.1,27.0,5.1,4.32,2.68
Chickpea,2016,November,20,40,16,24.89,281.2,67.4,16.1,3.09,2.85,1.86
Chickpea,2012,November,26,49,15,19.68,234.4,74.5,14.8,2.39,3.29,1.92
Chickpea,2012,October,23,38,21,23.3,257.4,59.5,12.3,3.48,2.13,1.68
Cotton,2017,June,38,50,28,34.08,580.8,71.9,14.0,7.07,5.78,3.62
Soybean,2016,July,24,44,16,28.47,703.6,74.9,19.8,6.36,3.25,2.6
Sorghum,2020,June,26,47,9,30.25,705.2,52.7,15.4,4.33,3.59,2.55
Soybean,2005,July,37,38,18,30.78,617.2,71.0,23.2,5.72,4.46,2.51
Paddy,2017,July,31,54,16,29.22,1211.8,79.1,32.5,8.35,7.75,6.23
Groundnut,2011,June,35,60,23,29.77,598.9,70.2,11.4,5.13,5.59,3.6
Cotton,2009,August,41,65,43,23.65,643.6,82.9,21.2,6.01,4.64,3.37
Maize,2012,July,22,34,25,24.81,425.0,77.4,19.6,5.09,4.33,2.95
